,Incident Number w/year,Watch,Type of Incident,incident_type,Type  Location,Division,Council District,Year of Incident,Month1 of Occurence,Day1 of the Week,NIBRS Crime Category,severity,NIBRS Crime Against,Zip Code,x,y
3455,010780-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,4,2023,January,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75224,32.71382,-96.83431
3456,042891-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,1,2023,March,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.75626,-96.86774
3457,069919-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Commercial Property Occupied/Vacant,SOUTHWEST,3,2023,March,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75236,32.68014,-96.96574
3458,052678-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,4,2023,March,Mon,MOTOR VEHICLE THEFT,10,PROPERTY,75224,32.71545,-96.8366
3459,800136-2023,1,THEFT OF PROP > OR EQUAL $30K <$150K (NOT SHOPLIFT) PC31.03(e5),THEFT,Business Office,SOUTHWEST,6,2023,October,Mon,LARCENY/ THEFT OFFENSES,9,PROPERTY,75212,32.77679,-96.89324
3460,069600-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,1,2023,April,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75203,32.75327,-96.82174
3461,073913-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,2,2023,April,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.75753,-96.87141
3462,060038-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHWEST,3,2023,April,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75236,32.69543,-96.91745
3463,060444-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking Lot (All Others),SOUTHWEST,4,2023,April,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75224,32.70287,-96.83453
3464,068295-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Other,SOUTHWEST,6,2023,April,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75212,32.77846,-96.8306
3465,023988-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHWEST,3,2023,February,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.73841,-96.91755
3466,024033-2023,1,ROBBERY OF BUSINESS (AGG),ROBBERY,Gas or Service Station,SOUTHWEST,3,2023,February,Sat,ROBBERY,4,PROPERTY,75236,32.66309,-96.92644
3467,032640-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHWEST,6,2023,February,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.74974,-96.92143
3468,057545-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Business Office,SOUTHWEST,1,2023,January,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75203,32.75098,-96.81045
3469,004589-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,1,2023,January,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.72156,-96.87751
3470,008654-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,1,2023,January,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75224,32.72802,-96.83793
3471,003780-2023,1,ROBBERY OF INDIVIDUAL (AGG),ROBBERY,Other,SOUTHWEST,1,2023,January,Sat,ROBBERY,4,PROPERTY,75211,32.74816,-96.88063
3472,016486-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,3,2023,January,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75233,32.7059,-96.8674
3473,041782-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,1,2023,March,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75203,32.76699,-96.82278
3474,037353-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,3,2023,March,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.7296,-96.89754
3475,046193-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,3,2023,March,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75236,32.68411,-96.91339
3476,051729-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,4,2023,March,Sat,MOTOR VEHICLE THEFT,10,PROPERTY,75224,32.71572,-96.83628
3477,056370-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,1,2023,April,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.73784,-96.87625
3478,073940-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,2,2023,April,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75233,32.708256996,-96.866943678
3479,073898-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,2,2023,April,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75233,32.70832,-96.86603
3480,064179-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,3,2023,April,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75236,32.70627,-96.89514
3481,069374-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking Lot (Park),SOUTHWEST,3,2023,April,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75233,32.69122,-96.8691
3482,069010-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,6,2023,April,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75212,32.79134,-96.90247
3483,065070-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHWEST,6,2023,April,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75208,32.77351,-96.82965
3484,056229-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Hotel/Motel/ETC,SOUTHWEST,6,2023,April,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75212,32.770815,-96.896298
3485,002926-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,6,2023,December,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75208,32.77295,-96.83902
3486,024195-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHWEST,1,2023,February,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75208,32.74316,-96.83304
3487,022502-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHWEST,1,2023,February,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75208,32.74101,-96.82493
3488,025415-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,3,2023,February,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75232,32.68678,-96.85697
3489,029413-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking Lot (All Others),SOUTHWEST,3,2023,February,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.7636,-96.89408
3490,025437-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,3,2023,February,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75232,32.69054,-96.85176
3491,025405-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHWEST,3,2023,February,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75233,32.70623,-96.87557
3492,029339-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,6,2023,February,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75212,32.78571,-96.90354
3493,034329-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHWEST,6,2023,February,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.7579,-96.90423
3494,017634-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,1,2023,January,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75208,32.73315,-96.85167
3495,009487-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,1,2023,January,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.72234,-96.88879
3496,005049-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,3,2023,January,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75233,32.7042,-96.86863
3497,017644-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,6,2023,January,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75212,32.77846,-96.8306
3498,042225-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,1,2023,March,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75208,32.7502,-96.85245
3499,042249-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHWEST,1,2023,March,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75208,32.7461,-96.85007
3500,038377-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,4,2023,March,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75224,32.69843,-96.85004
3501,042324-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Hotel/Motel/ETC,SOUTHWEST,6,2023,March,Sun,MOTOR VEHICLE THEFT,10,PROPERTY,75212,32.76861,-96.89614
3502,060046-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,1,2023,April,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75208,32.7343,-96.8364
3503,073428-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHWEST,1,2023,April,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.757903715,-96.873927016
3504,058725-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,3,2023,April,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75237,32.67477,-96.88042
3505,071352-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHWEST,3,2023,April,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75236,32.70549,-96.90876
3506,058552-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Construction Site,SOUTHWEST,6,2023,April,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75212,32.77415,-96.84772
3507,062181-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHWEST,6,2023,April,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75212,32.76722,-96.89757
3508,058656-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,6,2023,April,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75212,32.78868,-96.8533
3510,032237-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,1,2023,February,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75203,32.76307,-96.81597
3511,028106-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,1,2023,February,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.72645,-96.88138
3512,032186-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,3,2023,February,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75249,32.62484,-96.94509
3513,007598-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Gas or Service Station,SOUTHWEST,1,2023,January,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75224,32.72173,-96.85671
3514,015787-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,1,2023,January,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.73624,-96.873
3515,006717-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,3,2023,January,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75236,32.68486,-96.91227
3516,007047-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,3,2023,January,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75233,32.7146,-96.8792
3517,007044-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,6,2023,January,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75212,32.77737,-96.82811
3518,007202-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,6,2023,January,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75212,32.78376,-96.84813
3519,045593-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,3,2023,March,Thu,MOTOR VEHICLE THEFT,10,PROPERTY,75236,32.66561,-96.89131
3520,057333-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,1,2023,April,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75208,32.74189,-96.85157
3521,071153-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHWEST,1,2023,April,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75224,32.72369,-96.83188
3522,071560-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,1,2023,April,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75203,32.74792,-96.81888
3523,069897-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,3,2023,April,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.71335,-96.88927
3524,056717-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,3,2023,April,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75233,32.70818,-96.86587
3525,056731-2023,1,UNAUTHORIZED USE OF MOTOR VEH - OTHER VEH,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,4,2023,April,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75224,32.71812,-96.85235
3526,061743-2023,1,UNAUTHORIZED USE OF MOTOR VEH - OTHER VEH,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,6,2023,April,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75212,32.79169,-96.85135
3527,026536-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Convenience Store,SOUTHWEST,1,2023,February,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.74957,-96.88034
3528,030791-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,1,2023,February,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75208,32.76364,-96.84949
3529,034090-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Commercial Property Occupied/Vacant,SOUTHWEST,3,2023,February,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.7643,-96.88954
3530,027184-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHWEST,3,2023,February,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.75243,-96.88982
3531,031733-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,4,2023,February,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75224,32.70983,-96.83694
3532,022329-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,"Highway, Street, Alley ETC",SOUTHWEST,6,2023,February,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75211,32.73736,-96.92285
3533,030757-2023,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,UNAUTHORIZED USE OF MOTOR VEH,Parking (Business),SOUTHWEST,6,2023,February,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75212,32.770815,-96.896298
3534,010518-2023,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,UNAUTHORIZED USE OF MOTOR VEH,Outdoor Area Public/Private,SOUTHWEST,1,2023,January,Tue,MOTOR VEHICLE THEFT,10,PROPERTY,75203,32.76052,-96.8196
3535,023956-2023,1,ASSAULT -OF SECURITY OFFICER - BODILY INJURY ONLY,ASSAULT,Bar/NightClub/DanceHall ETC.,NORTHWEST,2,2023,February,Sat,ASSAULT OFFENSES,3,PERSON,75219,32.81047,-96.81054
3536,004185-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",NORTHWEST,6,2023,January,Sat,ASSAULT OFFENSES,3,PERSON,75207,32.80734,-96.84033
3537,007952-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",NORTHWEST,6,2023,January,Sat,ASSAULT OFFENSES,3,PERSON,75229,32.88242,-96.89505
3538,045851-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Outdoor Area Public/Private,NORTHWEST,6,2023,March,Sat,ASSAULT OFFENSES,3,PERSON,75220,32.86417,-96.88004
3542,059760-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Bar/NightClub/DanceHall ETC.,NORTHWEST,6,2023,April,Sun,ASSAULT OFFENSES,3,PERSON,75220,32.86858,-96.88036
3544,055178-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",NORTHWEST,6,2023,April,Sun,ASSAULT OFFENSES,3,PERSON,75220,32.86043,-96.88935
3546,026144-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Bar/NightClub/DanceHall ETC.,NORTHWEST,2,2023,February,Sun,ASSAULT OFFENSES,3,PERSON,75220,32.85692,-96.87229
3547,033101-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Outdoor Area Public/Private,NORTHWEST,2,2023,February,Sun,ASSAULT OFFENSES,3,PERSON,75219,32.80786,-96.81196
3548,028751-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",NORTHWEST,6,2023,February,Sun,ASSAULT OFFENSES,3,PERSON,75220,32.87422,-96.8842
3549,020816-2023,1,ASSAULT -PREGNANT PERSON,ASSAULT,Bar/NightClub/DanceHall ETC.,NORTHWEST,6,2023,February,Sun,ASSAULT OFFENSES,3,PERSON,75247,32.82129,-96.88808
3550,016935-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Parking (Business),NORTHWEST,2,2023,January,Sun,ASSAULT OFFENSES,3,PERSON,75235,32.83644,-96.86441
3552,046379-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Parking (Business),NORTHWEST,6,2023,March,Sun,ASSAULT OFFENSES,3,PERSON,75220,32.86043,-96.88779
3553,011088-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Parking (Business),NORTHWEST,6,2023,January,Thu,ASSAULT OFFENSES,3,PERSON,75229,32.8909,-96.90186
3554,021545-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",NORTHWEST,6,2023,February,Tue,ASSAULT OFFENSES,3,PERSON,75220,32.86696,-96.89051
3555,047526-2023,1,ASSAULT (AGG) -SERIOUS BODILY INJURY,ASSAULT,Outdoor Area Public/Private,NORTHWEST,6,2023,March,Tue,ASSAULT OFFENSES,3,PERSON,75229,32.8873,-96.8872
3556,034036-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",NORTHWEST,6,2023,February,Wed,ASSAULT OFFENSES,3,PERSON,75229,32.89983,-96.88364
3558,045489-2023,1,ASSAULT (AGG) -SERIOUS BODILY INJURY,ASSAULT,Bar/NightClub/DanceHall ETC.,NORTHWEST,6,2023,March,Wed,ASSAULT OFFENSES,3,PERSON,75220,32.87689,-96.88457
3559,045235-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Convenience Store,SOUTH CENTRAL,4,2023,March,Fri,ASSAULT OFFENSES,3,PERSON,75216,32.69163,-96.81388
3560,053947-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Hotel/Motel/ETC,SOUTH CENTRAL,4,2023,March,Fri,ASSAULT OFFENSES,3,PERSON,75241,32.67766,-96.82155
3562,036320-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Outdoor Area Public/Private,SOUTH CENTRAL,4,2023,March,Fri,ASSAULT OFFENSES,3,PERSON,75224,32.7062,-96.8258
3563,049662-2023,1,MURDER,BURGLARY,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,March,Fri,HOMICIDE OFFENSES,1,PERSON,75241,32.68073,-96.73272
3564,000646-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",SOUTH CENTRAL,8,2023,January,Mon,ASSAULT OFFENSES,3,PERSON,75216,32.69437,-96.7719
3565,047330-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",SOUTH CENTRAL,3,2023,March,Mon,ASSAULT OFFENSES,3,PERSON,75237,32.67523,-96.85758
3566,067988-2023,1,MURDER,BURGLARY,Field/Woods,SOUTH CENTRAL,4,2023,April,Sat,HOMICIDE OFFENSES,1,PERSON,75203,32.74864,-96.79765
3568,012340-2023,1,ASSAULT (AGG) -DISCH FIREARM  OCC BLDG/HOUSE/VEH (AGG),ASSAULT,Gas or Service Station,SOUTH CENTRAL,3,2023,January,Sat,ASSAULT OFFENSES,3,PERSON,75232,32.67454,-96.82352
3569,064054-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,Outdoor Area Public/Private,SOUTH CENTRAL,8,2023,April,Sun,ASSAULT OFFENSES,3,PERSON,75232,32.64409,-96.82936
3570,020795-2023,1,ASSAULT (AGG) -DEADLY WEAPON,ASSAULT,"Highway, Street, Alley ETC",SOUTH CENTRAL,4,2023,February,Sun,ASSAULT OFFENSES,3,PERSON,75203,32.7485,-96.8062
3573,000638-2023,1,ASSAULT (AGG) -SERIOUS BODILY INJURY,ASSAULT,Other,SOUTH CENTRAL,4,2023,January,Sun,ASSAULT OFFENSES,3,PERSON,75216,32.70194,-96.79191
